Entity,Code,Year,Life expectancy
Luxembourg,LUX,1976,70.7
Luxembourg,LUX,1977,72.1
Luxembourg,LUX,1978,72
Luxembourg,LUX,1979,72.7
Luxembourg,LUX,1980,72.8
Luxembourg,LUX,1981,72.6
Luxembourg,LUX,1982,72.7
Luxembourg,LUX,1983,73.5
Luxembourg,LUX,1984,73.3
Luxembourg,LUX,1985,73.8
Luxembourg,LUX,1986,74.7
Luxembourg,LUX,1987,74.3
Luxembourg,LUX,1988,75
Luxembourg,LUX,1989,74.9
Luxembourg,LUX,1990,75.7
Luxembourg,LUX,1991,75.7
Luxembourg,LUX,1992,75.3
Luxembourg,LUX,1993,76
Luxembourg,LUX,1994,76.7
Luxembourg,LUX,1995,76.8
Luxembourg,LUX,1996,76.8
Luxembourg,LUX,1997,77.1
Luxembourg,LUX,1998,77.3
Luxembourg,LUX,1999,78
Luxembourg,LUX,2000,78
Luxembourg,LUX,2001,78
Luxembourg,LUX,2002,78.1
Luxembourg,LUX,2003,77.9
Luxembourg,LUX,2004,79.2
Luxembourg,LUX,2005,79.6
Luxembourg,LUX,2006,79.4
Luxembourg,LUX,2007,79.5
Luxembourg,LUX,2008,80.7
Luxembourg,LUX,2009,80.8
Luxembourg,LUX,2010,80.8
Luxembourg,LUX,2011,81.1
Luxembourg,LUX,2012,81.5
Luxembourg,LUX,2013,81.9
Luxembourg,LUX,2014,82.3
Luxembourg,LUX,2015,82.4
Luxembourg,LUX,2016,82.7
Luxembourg,LUX,2017,82.1
Luxembourg,LUX,2018,82.3
Luxembourg,LUX,2019,82.7
Luxembourg,LUX,2020,82.2
Luxembourg,LUX,2021,82.7
Mexico,MEX,1970,59.9
Mexico,MEX,1971,61.6
Mexico,MEX,1972,62
Mexico,MEX,1973,62.4
Mexico,MEX,1974,63.4
Mexico,MEX,1975,63.9
Mexico,MEX,1976,64.2
Mexico,MEX,1977,64.7
Mexico,MEX,1978,65.5
Mexico,MEX,1979,65.9
Mexico,MEX,1980,66.2
Mexico,MEX,1981,66.9
Mexico,MEX,1982,67.7
Mexico,MEX,1983,68.3
Mexico,MEX,1984,68.8
Mexico,MEX,1985,69
Mexico,MEX,1986,69.8
Mexico,MEX,1987,70.1
Mexico,MEX,1988,70.2
Mexico,MEX,1989,70.5
Mexico,MEX,1990,70.9
Mexico,MEX,1991,71.6
Mexico,MEX,1992,71.9
Mexico,MEX,1993,72
Mexico,MEX,1994,72.3
Mexico,MEX,1995,72.2
Mexico,MEX,1996,72.7
Mexico,MEX,1997,73.1
Mexico,MEX,1998,73.5
Mexico,MEX,1999,74
Mexico,MEX,2000,74.7
Mexico,MEX,2001,75
Mexico,MEX,2002,75.1
Mexico,MEX,2003,75.1
Mexico,MEX,2004,75.4
Mexico,MEX,2005,75.2
Mexico,MEX,2006,75.5
Mexico,MEX,2007,75.4
Mexico,MEX,2008,75.2
Mexico,MEX,2009,74.9
Mexico,MEX,2010,74.8
Mexico,MEX,2011,74.9
Mexico,MEX,2012,75
Mexico,MEX,2013,75
Mexico,MEX,2014,75
Mexico,MEX,2015,74.7
Mexico,MEX,2016,74.8
Mexico,MEX,2017,74.9
Mexico,MEX,2018,75
Mexico,MEX,2019,75.1
Mexico,MEX,2020,75.2
Mexico,MEX,2021,75.4
Netherlands,NLD,1960,73.5
Netherlands,NLD,1961,73.8
Netherlands,NLD,1962,73.4
Netherlands,NLD,1963,73.4
Netherlands,NLD,1964,73.8
Netherlands,NLD,1965,73.6
Netherlands,NLD,1966,73.6
Netherlands,NLD,1967,73.9
Netherlands,NLD,1968,73.7
Netherlands,NLD,1969,73.6
Netherlands,NLD,1970,73.7
Netherlands,NLD,1971,73.9
Netherlands,NLD,1972,73.8
Netherlands,NLD,1973,74.2
Netherlands,NLD,1974,74.6
Netherlands,NLD,1975,74.6
Netherlands,NLD,1976,74.7
Netherlands,NLD,1977,75.3
Netherlands,NLD,1978,75.3
Netherlands,NLD,1979,75.7
Netherlands,NLD,1980,75.9
Netherlands,NLD,1981,76
Netherlands,NLD,1982,76.1
Netherlands,NLD,1983,76.3
Netherlands,NLD,1984,76.4
Netherlands,NLD,1985,76.5
Netherlands,NLD,1986,76.4
Netherlands,NLD,1987,76.9
Netherlands,NLD,1988,77.1
Netherlands,NLD,1989,76.9
Netherlands,NLD,1990,77.1
Netherlands,NLD,1991,77.2
Netherlands,NLD,1992,77.4
Netherlands,NLD,1993,77.1
Netherlands,NLD,1994,77.6
Netherlands,NLD,1995,77.6
Netherlands,NLD,1996,77.6
Netherlands,NLD,1997,78
Netherlands,NLD,1998,78.1
Netherlands,NLD,1999,78
Netherlands,NLD,2000,78.2
Netherlands,NLD,2001,78.4
Netherlands,NLD,2002,78.5
Netherlands,NLD,2003,78.7
Netherlands,NLD,2004,79.3
Netherlands,NLD,2005,79.6
Netherlands,NLD,2006,80
Netherlands,NLD,2007,80.4
Netherlands,NLD,2008,80.5
Netherlands,NLD,2009,80.9
Netherlands,NLD,2010,81
Netherlands,NLD,2011,81.3
Netherlands,NLD,2012,81.2
Netherlands,NLD,2013,81.4
Netherlands,NLD,2014,81.8
Netherlands,NLD,2015,81.6
Netherlands,NLD,2016,81.7
Netherlands,NLD,2017,81.8
Netherlands,NLD,2018,81.9
Netherlands,NLD,2019,82.2
Netherlands,NLD,2020,81.4
Netherlands,NLD,2021,81.4
New Zealand,NZL,1961,71.1
New Zealand,NZL,1962,71.2
New Zealand,NZL,1963,71.2
New Zealand,NZL,1964,71.2
New Zealand,NZL,1965,71.2
New Zealand,NZL,1966,71.3
New Zealand,NZL,1967,71.4
New Zealand,NZL,1968,71.4
New Zealand,NZL,1969,71.5
New Zealand,NZL,1970,71.5
New Zealand,NZL,1971,71.6
New Zealand,NZL,1972,71.7
New Zealand,NZL,1973,71.8
New Zealand,NZL,1974,72
New Zealand,NZL,1975,72.1
New Zealand,NZL,1976,72.3
New Zealand,NZL,1977,72.5
New Zealand,NZL,1978,72.7
New Zealand,NZL,1979,72.9
New Zealand,NZL,1980,73.2
New Zealand,NZL,1981,73.4
New Zealand,NZL,1982,73.6
New Zealand,NZL,1983,73.7
New Zealand,NZL,1984,73.8
New Zealand,NZL,1985,74
New Zealand,NZL,1986,74.1
New Zealand,NZL,1987,74.5
New Zealand,NZL,1988,74.8
New Zealand,NZL,1989,75.2
New Zealand,NZL,1990,75.5
New Zealand,NZL,1991,75.8
New Zealand,NZL,1992,76.1
New Zealand,NZL,1993,76.3
New Zealand,NZL,1994,76.6
New Zealand,NZL,1995,76.8
New Zealand,NZL,1996,77.1
New Zealand,NZL,1997,77.4
New Zealand,NZL,1998,77.7
New Zealand,NZL,1999,78.1
New Zealand,NZL,2000,78.4
New Zealand,NZL,2001,78.7
New Zealand,NZL,2002,79
New Zealand,NZL,2003,79.3
New Zealand,NZL,2004,79.6
New Zealand,NZL,2005,79.8
New Zealand,NZL,2006,80.1
New Zealand,NZL,2007,80.3
New Zealand,NZL,2008,80.5
New Zealand,NZL,2009,80.7
New Zealand,NZL,2010,80.8
New Zealand,NZL,2011,81
New Zealand,NZL,2012,81.2
New Zealand,NZL,2013,81.4
New Zealand,NZL,2014,81.4
New Zealand,NZL,2015,81.5
New Zealand,NZL,2016,81.6
New Zealand,NZL,2017,81.7
New Zealand,NZL,2018,81.7
New Zealand,NZL,2019,82.1
New Zealand,NZL,2020,82.3
New Zealand,NZL,2021,82.3
Norway,NOR,1960,73.8
Norway,NOR,1961,73.8
Norway,NOR,1962,73.7
Norway,NOR,1963,73.3
Norway,NOR,1964,73.8
Norway,NOR,1965,74
Norway,NOR,1966,74.2
Norway,NOR,1967,74.2
Norway,NOR,1968,74.1
Norway,NOR,1969,73.8
Norway,NOR,1970,74.3
Norway,NOR,1971,74.4
Norway,NOR,1972,74.5
Norway,NOR,1973,74.6
Norway,NOR,1974,75
Norway,NOR,1975,75
Norway,NOR,1976,75.2
Norway,NOR,1977,75.6
Norway,NOR,1978,75.7
Norway,NOR,1979,75.6
Norway,NOR,1980,75.8
Norway,NOR,1981,76
Norway,NOR,1982,76.1
Norway,NOR,1983,76.2
Norway,NOR,1984,76.3
Norway,NOR,1985,76
Norway,NOR,1986,76.4
Norway,NOR,1987,76.2
Norway,NOR,1988,76.3
Norway,NOR,1989,76.6
Norway,NOR,1990,76.6
Norway,NOR,1991,77.1
Norway,NOR,1992,77.3
Norway,NOR,1993,77.2
Norway,NOR,1994,77.9
Norway,NOR,1995,77.9
Norway,NOR,1996,78.3
Norway,NOR,1997,78.3
Norway,NOR,1998,78.5
Norway,NOR,1999,78.4
Norway,NOR,2000,78.8
Norway,NOR,2001,79
Norway,NOR,2002,79
Norway,NOR,2003,79.6
Norway,NOR,2004,80.1
Norway,NOR,2005,80.3
Norway,NOR,2006,80.6
Norway,NOR,2007,80.6
Norway,NOR,2008,80.8
Norway,NOR,2009,81
Norway,NOR,2010,81.2
Norway,NOR,2011,81.4
Norway,NOR,2012,81.5
Norway,NOR,2013,81.8
Norway,NOR,2014,82.2
Norway,NOR,2015,82.4
Norway,NOR,2016,82.5
Norway,NOR,2017,82.7
Norway,NOR,2018,82.8
Norway,NOR,2019,83
Norway,NOR,2020,83.3
Norway,NOR,2021,83.2
Peru,PER,1960,50.5
Peru,PER,1961,51.1
Peru,PER,1962,51.3
Peru,PER,1963,52.2
Peru,PER,1964,52.7
Peru,PER,1965,53.2
Peru,PER,1966,53.7
Peru,PER,1967,54.2
Peru,PER,1968,54.7
Peru,PER,1969,55.3
Peru,PER,1970,54.2
Peru,PER,1971,47.2
Peru,PER,1972,56.2
Peru,PER,1973,56.7
Peru,PER,1974,57.1
Peru,PER,1975,57.5
Peru,PER,1976,57.9
Peru,PER,1977,58.3
Peru,PER,1978,58.6
Peru,PER,1979,59
Peru,PER,1980,59.3
Peru,PER,1981,59.6
Peru,PER,1982,59.8
Peru,PER,1983,60
Peru,PER,1984,60.2
Peru,PER,1985,60.5
Peru,PER,1986,61.3
Peru,PER,1987,62
Peru,PER,1988,62.8
Peru,PER,1989,63.6
Peru,PER,1990,64.4
Peru,PER,1991,65.1
Peru,PER,1992,65.4
Peru,PER,1993,66.1
Peru,PER,1994,66.7
Peru,PER,1995,67.2
Peru,PER,1996,67.6
Peru,PER,1997,68.1
Peru,PER,1998,68.6
Peru,PER,1999,69.1
Peru,PER,2000,69.7
Peru,PER,2001,70.4
Peru,PER,2002,71
Peru,PER,2003,71.7
Peru,PER,2004,72.2
Peru,PER,2005,72.7
Peru,PER,2006,73
Peru,PER,2007,73.2
Peru,PER,2008,73.2
Peru,PER,2009,73.4
Peru,PER,2010,73.5
Peru,PER,2011,73.7
Peru,PER,2012,74.1
Peru,PER,2013,74.5
Peru,PER,2014,75
Peru,PER,2015,75.3
Peru,PER,2016,75.6
Peru,PER,2017,75.8
Peru,PER,2018,75.9
Peru,PER,2019,76
Peru,PER,2020,76.2
Peru,PER,2021,73.7
Peru,PER,2022,72.4
Poland,POL,1960,67.8
Poland,POL,1961,67.8
Poland,POL,1962,67.5
Poland,POL,1963,68.5
Poland,POL,1964,68.7
Poland,POL,1965,69.5
Poland,POL,1966,69.9
Poland,POL,1967,69.5
Poland,POL,1968,70.3
Poland,POL,1969,69.8
Poland,POL,1970,70
Poland,POL,1971,69.7
Poland,POL,1972,70.7
Poland,POL,1973,70.7
Poland,POL,1974,71.2
Poland,POL,1975,70.6
Poland,POL,1976,70.7
Poland,POL,1977,70.5
Poland,POL,1978,70.4
Poland,POL,1979,70.9
Poland,POL,1980,70.2
Poland,POL,1981,71.2
Poland,POL,1982,71.2
Poland,POL,1983,71.1
Poland,POL,1984,70.9
Poland,POL,1985,71.1
Poland,POL,1986,71
Poland,POL,1987,71.5
Poland,POL,1988,71.5
Poland,POL,1989,71.2
Poland,POL,1990,70.7
Poland,POL,1991,70.4
Poland,POL,1992,71
Poland,POL,1993,71.5
Poland,POL,1994,71.8
Poland,POL,1995,72
Poland,POL,1996,72.3
Poland,POL,1997,72.7
Poland,POL,1998,73.1
Poland,POL,1999,73.1
Poland,POL,2000,73.8
Poland,POL,2001,74.2
Poland,POL,2002,74.5
Poland,POL,2003,74.7
Poland,POL,2004,74.9
Poland,POL,2005,75
Poland,POL,2006,75.3
Poland,POL,2007,75.4
Poland,POL,2008,75.6
Poland,POL,2009,75.9
Poland,POL,2010,76.4
Poland,POL,2011,76.8
Poland,POL,2012,76.9
Poland,POL,2013,77.1
Poland,POL,2014,77.8
Poland,POL,2015,77.5
Poland,POL,2016,78
Poland,POL,2017,77.8
Poland,POL,2018,77.7
Poland,POL,2019,78
Poland,POL,2020,76.5
Poland,POL,2021,75.5
Portugal,PRT,1960,64
Portugal,PRT,1961,62.7
Portugal,PRT,1962,64.2
Portugal,PRT,1963,64.8
Portugal,PRT,1964,64.9
Portugal,PRT,1965,65.8
Portugal,PRT,1966,65.3
Portugal,PRT,1967,66.1
Portugal,PRT,1968,66.4
Portugal,PRT,1969,66
Portugal,PRT,1970,66.7
Portugal,PRT,1971,66.4
Portugal,PRT,1972,68.4
Portugal,PRT,1973,67.6
Portugal,PRT,1974,68.2
Portugal,PRT,1975,68.4
Portugal,PRT,1976,69
Portugal,PRT,1977,70.1
Portugal,PRT,1978,70.5
Portugal,PRT,1979,71.3
Portugal,PRT,1980,71.5
Portugal,PRT,1981,71.8
Portugal,PRT,1982,72.5
Portugal,PRT,1983,72.4
Portugal,PRT,1984,72.7
Portugal,PRT,1985,73
Portugal,PRT,1986,73.4
Portugal,PRT,1987,73.8
Portugal,PRT,1988,73.8
Portugal,PRT,1989,74.4
Portugal,PRT,1990,74.1
Portugal,PRT,1991,74.1
Portugal,PRT,1992,74.7
Portugal,PRT,1993,74.6
Portugal,PRT,1994,75.5
Portugal,PRT,1995,75.4
Portugal,PRT,1996,75.3
Portugal,PRT,1997,75.8
Portugal,PRT,1998,76
Portugal,PRT,1999,76.2
Portugal,PRT,2000,76.8
Portugal,PRT,2001,77.2
Portugal,PRT,2002,77.4
Portugal,PRT,2003,77.5
Portugal,PRT,2004,78.4
Portugal,PRT,2005,78.2
Portugal,PRT,2006,79
Portugal,PRT,2007,79.3
Portugal,PRT,2008,79.5
Portugal,PRT,2009,79.7
Portugal,PRT,2010,80.1
Portugal,PRT,2011,80.7
Portugal,PRT,2012,80.6
Portugal,PRT,2013,80.9
Portugal,PRT,2014,81.3
Portugal,PRT,2015,81.3
Portugal,PRT,2016,81.3
Portugal,PRT,2017,81.6
Portugal,PRT,2018,81.5
Portugal,PRT,2019,81.9
Portugal,PRT,2020,81.1
Portugal,PRT,2021,81.5
Romania,ROU,1968,68.2
Romania,ROU,1969,67.4
Romania,ROU,1970,68.2
Romania,ROU,1971,68.7
Romania,ROU,1972,69.2
Romania,ROU,1973,68.8
Romania,ROU,1974,69.7
Romania,ROU,1975,69.8
Romania,ROU,1976,70
Romania,ROU,1977,69.8
Romania,ROU,1978,69.8
Romania,ROU,1979,69.5
Romania,ROU,1980,69.2
Romania,ROU,1981,69.5
Romania,ROU,1982,69.8
Romania,ROU,1983,69.8
Romania,ROU,1984,69.8
Romania,ROU,1985,69.3
Romania,ROU,1986,69.7
Romania,ROU,1987,69
Romania,ROU,1988,69.4
Romania,ROU,1989,69.7
Romania,ROU,1990,69.9
Romania,ROU,1991,70.1
Romania,ROU,1992,69.5
Romania,ROU,1993,69.5
Romania,ROU,1994,69.4
Romania,ROU,1995,69.3
Romania,ROU,1996,68.8
Romania,ROU,1997,69.1
Romania,ROU,1998,69.9
Romania,ROU,1999,70.6
Romania,ROU,2000,71.2
Romania,ROU,2001,71.1
Romania,ROU,2002,70.9
Romania,ROU,2003,71
Romania,ROU,2004,71.4
Romania,ROU,2005,71.9
Romania,ROU,2006,72.5
Romania,ROU,2007,73.1
Romania,ROU,2008,73.5
Romania,ROU,2009,73.7
Romania,ROU,2010,73.7
Romania,ROU,2011,74.4
Romania,ROU,2012,74.4
Romania,ROU,2013,75.1
Romania,ROU,2014,75
Romania,ROU,2015,74.9
Romania,ROU,2016,75.2
Romania,ROU,2017,75.2
Romania,ROU,2018,75.3
Romania,ROU,2019,75.6
Romania,ROU,2020,74.2
Romania,ROU,2021,72.8
Russia,RUS,1960,66.2
Russia,RUS,1961,66.7
Russia,RUS,1962,67.1
Russia,RUS,1963,67.4
Russia,RUS,1964,67.7
Russia,RUS,1965,67.8
Russia,RUS,1966,67.9
Russia,RUS,1967,68
Russia,RUS,1968,68
Russia,RUS,1969,68
Russia,RUS,1970,68.3
Russia,RUS,1971,68.5
Russia,RUS,1972,68.4
Russia,RUS,1973,68.4
Russia,RUS,1974,68.5
Russia,RUS,1975,67.9
Russia,RUS,1976,67.6
Russia,RUS,1977,67.5
Russia,RUS,1978,67.5
Russia,RUS,1979,67.3
Russia,RUS,1980,67.2
Russia,RUS,1981,67.4
Russia,RUS,1982,68
Russia,RUS,1983,67.8
Russia,RUS,1984,67.3
Russia,RUS,1985,68
Russia,RUS,1986,69.5
Russia,RUS,1987,69.6
Russia,RUS,1988,69.6
Russia,RUS,1989,69.3
Russia,RUS,1990,69
Russia,RUS,1991,68.8
Russia,RUS,1992,67.8
Russia,RUS,1993,65.3
Russia,RUS,1994,64.3
Russia,RUS,1995,64.9
Russia,RUS,1996,66
Russia,RUS,1997,66.9
Russia,RUS,1998,67.2
Russia,RUS,1999,66.1
Russia,RUS,2000,65.7
Russia,RUS,2001,65.6
Russia,RUS,2002,65.3
Russia,RUS,2003,65.2
Russia,RUS,2004,65.6
Russia,RUS,2005,65.7
Russia,RUS,2006,66.9
Russia,RUS,2007,67.7
Russia,RUS,2008,68.1
Russia,RUS,2009,68.8
Russia,RUS,2010,69
Russia,RUS,2011,69.8
Russia,RUS,2012,70.2
Russia,RUS,2013,70.7
Russia,RUS,2014,70.9
Russia,RUS,2015,71.3
Russia,RUS,2016,71.8
Russia,RUS,2017,72.6
Russia,RUS,2018,72.8
Russia,RUS,2019,73.2
Slovakia,SVK,1960,70.3
Slovakia,SVK,1961,70.9
Slovakia,SVK,1962,70.4
Slovakia,SVK,1963,70.8
Slovakia,SVK,1964,71.2
Slovakia,SVK,1965,70.4
Slovakia,SVK,1966,70.5
Slovakia,SVK,1967,71.1
Slovakia,SVK,1968,70.6
Slovakia,SVK,1969,70
Slovakia,SVK,1970,69.8
Slovakia,SVK,1971,69.9
Slovakia,SVK,1972,70.3
Slovakia,SVK,1973,70
Slovakia,SVK,1974,70.2
Slovakia,SVK,1975,70.3
Slovakia,SVK,1976,70.5
Slovakia,SVK,1977,70.4
Slovakia,SVK,1978,70.5
Slovakia,SVK,1979,70.8
Slovakia,SVK,1980,70.4
Slovakia,SVK,1981,70.7
Slovakia,SVK,1982,70.9
Slovakia,SVK,1983,70.6
Slovakia,SVK,1984,70.8
Slovakia,SVK,1985,70.9
Slovakia,SVK,1986,71.1
Slovakia,SVK,1987,71.3
Slovakia,SVK,1988,71.4
Slovakia,SVK,1989,71.2
Slovakia,SVK,1990,71.1
Slovakia,SVK,1991,71.1
Slovakia,SVK,1992,71.5
Slovakia,SVK,1993,72
Slovakia,SVK,1994,72.5
Slovakia,SVK,1995,72.4
Slovakia,SVK,1996,72.9
Slovakia,SVK,1997,72.9
Slovakia,SVK,1998,72.8
Slovakia,SVK,1999,73.2
Slovakia,SVK,2000,73.3
Slovakia,SVK,2001,73.6
Slovakia,SVK,2002,73.8
Slovakia,SVK,2003,73.8
Slovakia,SVK,2004,74.2
Slovakia,SVK,2005,74.1
Slovakia,SVK,2006,74.5
Slovakia,SVK,2007,74.6
Slovakia,SVK,2008,74.9
Slovakia,SVK,2009,75.3
Slovakia,SVK,2010,75.6
Slovakia,SVK,2011,76.1
Slovakia,SVK,2012,76.3
Slovakia,SVK,2013,76.6
Slovakia,SVK,2014,77
Slovakia,SVK,2015,76.7
Slovakia,SVK,2016,77.3
Slovakia,SVK,2017,77.3
Slovakia,SVK,2018,77.4
Slovakia,SVK,2019,77.8
Slovakia,SVK,2020,77
Slovakia,SVK,2021,74.6
Slovenia,SVN,1970,68.7
Slovenia,SVN,1982,71.2
Slovenia,SVN,1983,71
Slovenia,SVN,1984,71.4
Slovenia,SVN,1985,71.9
Slovenia,SVN,1986,72.5
Slovenia,SVN,1987,72.4
Slovenia,SVN,1988,73.1
Slovenia,SVN,1989,73.5
Slovenia,SVN,1990,73.9
Slovenia,SVN,1991,73.6
Slovenia,SVN,1992,73.7
Slovenia,SVN,1993,73.6
Slovenia,SVN,1994,74
Slovenia,SVN,1995,74.7
Slovenia,SVN,1996,75.2
Slovenia,SVN,1997,75.2
Slovenia,SVN,1998,75.3
Slovenia,SVN,1999,75.7
Slovenia,SVN,2000,76.2
Slovenia,SVN,2001,76.4
Slovenia,SVN,2002,76.6
Slovenia,SVN,2003,76.4
Slovenia,SVN,2004,77.2
Slovenia,SVN,2005,77.5
Slovenia,SVN,2006,78.3
Slovenia,SVN,2007,78.4
Slovenia,SVN,2008,79.1
Slovenia,SVN,2009,79.4
Slovenia,SVN,2010,79.8
Slovenia,SVN,2011,80.1
Slovenia,SVN,2012,80.3
Slovenia,SVN,2013,80.5
Slovenia,SVN,2014,81.2
Slovenia,SVN,2015,80.9
Slovenia,SVN,2016,81.2
Slovenia,SVN,2017,81.2
Slovenia,SVN,2018,81.5
Slovenia,SVN,2019,81.6
Slovenia,SVN,2020,80.6
Slovenia,SVN,2021,80.7
South Africa,ZAF,1960,52.7
South Africa,ZAF,1961,53.1
South Africa,ZAF,1962,53.4
South Africa,ZAF,1963,53.6
South Africa,ZAF,1964,53.9
South Africa,ZAF,1965,54.2
South Africa,ZAF,1966,54.4
South Africa,ZAF,1967,54.6
South Africa,ZAF,1968,54.9
South Africa,ZAF,1969,55.2
South Africa,ZAF,1970,52.6
South Africa,ZAF,1971,55.6
South Africa,ZAF,1972,56
South Africa,ZAF,1973,56.3
South Africa,ZAF,1974,56.7
South Africa,ZAF,1975,57.1
South Africa,ZAF,1976,57.5
South Africa,ZAF,1977,58
South Africa,ZAF,1978,58.5
South Africa,ZAF,1979,59
South Africa,ZAF,1980,59.4
South Africa,ZAF,1981,59.8
South Africa,ZAF,1982,60.4
South Africa,ZAF,1983,60.9
South Africa,ZAF,1984,61.5
South Africa,ZAF,1985,61.9
South Africa,ZAF,1986,62.4
South Africa,ZAF,1987,62.9
South Africa,ZAF,1988,63
South Africa,ZAF,1989,63.3
South Africa,ZAF,1990,63.3
South Africa,ZAF,1991,63.4
South Africa,ZAF,1992,63.3
South Africa,ZAF,1993,63.3
South Africa,ZAF,1994,63
South Africa,ZAF,1995,62.6
South Africa,ZAF,1996,62.3
South Africa,ZAF,1997,61.5
South Africa,ZAF,1998,60.8
South Africa,ZAF,1999,60
South Africa,ZAF,2000,59.2
South Africa,ZAF,2001,58.5
South Africa,ZAF,2002,57.3
South Africa,ZAF,2003,55.7
South Africa,ZAF,2004,54.3
South Africa,ZAF,2005,54
South Africa,ZAF,2006,54
South Africa,ZAF,2007,54.3
South Africa,ZAF,2008,55
South Africa,ZAF,2009,56
South Africa,ZAF,2010,57.4
South Africa,ZAF,2011,58.9
South Africa,ZAF,2012,60.7
South Africa,ZAF,2013,61.8
South Africa,ZAF,2014,62.5
South Africa,ZAF,2015,63.4
South Africa,ZAF,2016,64
South Africa,ZAF,2017,64.7
South Africa,ZAF,2018,65.4
South Africa,ZAF,2019,65.7
South Africa,ZAF,2020,66.2
South Africa,ZAF,2021,65.3
South Africa,ZAF,2022,62.3
South Korea,KOR,1970,62.3
South Korea,KOR,1971,62.7
South Korea,KOR,1972,63.1
South Korea,KOR,1973,63.5
South Korea,KOR,1974,63.9
South Korea,KOR,1975,64.2
South Korea,KOR,1976,64.6
South Korea,KOR,1977,65
South Korea,KOR,1978,65.3
South Korea,KOR,1979,65.6
South Korea,KOR,1980,66.1
South Korea,KOR,1981,66.7
South Korea,KOR,1982,67.2
South Korea,KOR,1983,67.7
South Korea,KOR,1984,68.3
South Korea,KOR,1985,68.9
South Korea,KOR,1986,69.5
South Korea,KOR,1987,70.1
South Korea,KOR,1988,70.7
South Korea,KOR,1989,71.2
South Korea,KOR,1990,71.7
South Korea,KOR,1991,72.2
South Korea,KOR,1992,72.6
South Korea,KOR,1993,73.1
South Korea,KOR,1994,73.5
South Korea,KOR,1995,73.8
South Korea,KOR,1996,74.2
South Korea,KOR,1997,74.7
South Korea,KOR,1998,75.1
South Korea,KOR,1999,75.5
South Korea,KOR,2000,76
South Korea,KOR,2001,76.5
South Korea,KOR,2002,76.8
South Korea,KOR,2003,77.3
South Korea,KOR,2004,77.8
South Korea,KOR,2005,78.2
South Korea,KOR,2006,78.8
South Korea,KOR,2007,79.2
South Korea,KOR,2008,79.6
South Korea,KOR,2009,80
South Korea,KOR,2010,80.2
South Korea,KOR,2011,80.6
South Korea,KOR,2012,80.9
South Korea,KOR,2013,81.4
South Korea,KOR,2014,81.8
South Korea,KOR,2015,82.1
South Korea,KOR,2016,82.4
South Korea,KOR,2017,82.7
South Korea,KOR,2018,82.7
South Korea,KOR,2019,83.3
South Korea,KOR,2020,83.5
South Korea,KOR,2021,83.6
Spain,ESP,1960,69.8
Spain,ESP,1970,72
Spain,ESP,1975,73.4
Spain,ESP,1976,73.7
Spain,ESP,1977,74.2
Spain,ESP,1978,74.4
Spain,ESP,1979,75
Spain,ESP,1980,75.5
Spain,ESP,1981,75.7
Spain,ESP,1982,76.3
Spain,ESP,1983,76.1
Spain,ESP,1984,76.4
Spain,ESP,1985,76.4
Spain,ESP,1986,76.7
Spain,ESP,1987,76.9
Spain,ESP,1988,76.9
Spain,ESP,1989,77
Spain,ESP,1990,76.9
Spain,ESP,1991,77.1
Spain,ESP,1992,77.6
Spain,ESP,1993,77.7
Spain,ESP,1994,78
Spain,ESP,1995,78.1
Spain,ESP,1996,78.3
Spain,ESP,1997,78.8
Spain,ESP,1998,78.8
Spain,ESP,1999,78.8
Spain,ESP,2000,79.3
Spain,ESP,2001,79.8
Spain,ESP,2002,79.8
Spain,ESP,2003,79.7
Spain,ESP,2004,80.4
Spain,ESP,2005,80.3
Spain,ESP,2006,81.1
Spain,ESP,2007,81.1
Spain,ESP,2008,81.5
Spain,ESP,2009,81.9
Spain,ESP,2010,82.4
Spain,ESP,2011,82.6
Spain,ESP,2012,82.5
Spain,ESP,2013,83.2
Spain,ESP,2014,83.3
Spain,ESP,2015,83
Spain,ESP,2016,83.5
Spain,ESP,2017,83.4
Spain,ESP,2018,83.5
Spain,ESP,2019,84
Spain,ESP,2020,82.4
Spain,ESP,2021,83.3
Sweden,SWE,1960,73.1
Sweden,SWE,1961,73.5
Sweden,SWE,1962,73.4
Sweden,SWE,1963,73.6
Sweden,SWE,1964,73.8
Sweden,SWE,1965,73.9
Sweden,SWE,1966,74.2
Sweden,SWE,1967,74.2
Sweden,SWE,1968,74
Sweden,SWE,1969,74.1
Sweden,SWE,1970,74.7
Sweden,SWE,1971,74.7
Sweden,SWE,1972,74.8
Sweden,SWE,1973,74.9
Sweden,SWE,1974,75
Sweden,SWE,1975,75
Sweden,SWE,1976,75
Sweden,SWE,1977,75.5
Sweden,SWE,1978,75.5
Sweden,SWE,1979,75.6
Sweden,SWE,1980,75.8
Sweden,SWE,1981,76.1
Sweden,SWE,1982,76.4
Sweden,SWE,1983,76.7
Sweden,SWE,1984,76.9
Sweden,SWE,1985,76.8
Sweden,SWE,1986,77
Sweden,SWE,1987,77.2
Sweden,SWE,1988,77.1
Sweden,SWE,1989,77.8
Sweden,SWE,1990,77.7
Sweden,SWE,1991,77.8
Sweden,SWE,1992,78.2
Sweden,SWE,1993,78.2
Sweden,SWE,1994,78.9
Sweden,SWE,1995,79
Sweden,SWE,1996,79.2
Sweden,SWE,1997,79.4
Sweden,SWE,1998,79.5
Sweden,SWE,1999,79.6
Sweden,SWE,2000,79.8
